Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement
UK,China,War,2007,890,24412,43495,191788,392.17,28.8,2968.1,Desert,1178.4,577,12734.6,16343.5,Regional,None,Cyber,2364,78,Yes,17.71,No,Stalemate,18.212,-146.56,Polar,Water,No
Brazil,Israel,War,2014,244,9576,2904,35756,461.36,17.7,1417.5,Desert,977.4,68.2,8998.9,587.2,NATO,None,Conventional,1106,130,No,17.51,No,Stalemate,-54.98,-17.561,Polar,Water,Yes
Canada,China,Cold Conflict,2018,1444,8354,10276,199141,188.14,31.8,2908.8,Desert,933.9,1162.9,20962.3,17287.2,Regional,None,Nuclear,3427,146,Yes,18.97,Yes,Victory_A,-64.448,-23.361,Tropical,Land,No
Japan,Japan,Civil War,2000,1953,32519,4036,192707,253.18,12.5,1642,Mountain,217.4,1196,2118.4,564.7,NATO,None,Nuclear,629,40,Yes,4.1,No,Victory_B,-74.373,-50.757,Arid,None,No
Ukraine,UK,Cold Conflict,1971,960,11684,31274,158604,181.63,30,1378.8,Forest,78.3,1102.7,10971.2,4640,None,None,Conventional,4910,36,Yes,0.91,Yes,Stalemate,53.778,173.22,Polar,Water,No
Ukraine,China,War,2002,1178,6065,17196,60419,128.62,10.4,994.2,Plains,714.5,1186.8,6502.8,15172.5,Regional,None,Nuclear,4634,186,No,8.89,No,Victory_A,26.363,-92.127,Temperate,None,No
Ukraine,Australia,Proxy War,1985,816,11564,23332,165265,375.54,2.5,1972.7,Urban,101.2,1051.5,21212.3,2170.1,NATO,NATO,Conventional,2256,194,Yes,17.61,Yes,Victory_A,21.809,104.778,Tropical,None,No
Israel,Japan,Cold Conflict,2017,1448,12539,42741,155362,169.89,31.2,689.5,Forest,510.3,1312.5,5634.8,24772.7,Regional,NATO,Conventional,3985,135,No,12.77,Yes,Victory_A,75.492,-18.919,Tropical,None,No
Japan,Japan,Cold Conflict,1985,273,37589,26009,10065,214.13,7.5,314.8,Mountain,37.5,807.4,19178,19611.8,Regional,NATO,Mixed,491,87,No,19.97,Yes,Victory_B,-61.432,-59.468,Polar,Land,Yes
Israel,USA,Skirmish,2001,1960,41276,44258,82214,201.9,12.7,81.7,Forest,248.4,816.1,15291.8,17644.6,None,None,Mixed,4679,13,Yes,18.11,No,Victory_B,-59.352,-106.752,Temperate,Land,Yes
Turkey,Australia,War,2002,1671,33063,8466,194145,356.36,4.8,877.1,Plains,155.4,1204,21871,6699.3,NATO,Regional,Cyber,4153,188,Yes,7.86,No,Victory_B,-55.896,48.025,Temperate,None,No
Israel,Russia,Proxy War,1999,1849,28540,19689,51550,458.91,19.8,1187.3,Forest,1121.6,489.8,14848.9,1223.6,None,None,Mixed,1482,34,No,0.79,Yes,Stalemate,-13.794,-59.876,Polar,Oil,Yes
USA,India,Cold Conflict,1990,520,3373,47482,63975,333.41,34.8,1656.2,Mountain,485.2,71.1,13916.5,24469.7,Regional,NATO,Nuclear,1949,143,Yes,0.1,Yes,Stalemate,67.36,112.651,Temperate,None,Yes
Japan,Iran,Cold Conflict,1967,1152,15430,6606,91029,235.84,-8.9,878.2,Mountain,111.3,1050,20030.2,3704.7,NATO,None,Cyber,2443,70,Yes,12.88,No,Victory_A,68.665,168.647,Tropical,Land,No
France,France,Proxy War,1971,1397,21594,28942,96405,389.62,30.5,2952.2,Urban,372.4,357.2,14066.5,20765.9,Regional,NATO,Cyber,3133,162,No,18.32,No,Victory_A,16.306,-98.233,Tropical,Water,No
Japan,Canada,War,2015,568,10986,17558,180753,320.52,-9.8,875.2,Plains,956.2,664.5,21115.1,4946,Regional,Regional,Conventional,3517,7,Yes,8.88,No,Stalemate,28.466,-133.679,Polar,None,No
Brazil,India,Skirmish,1970,638,3312,21931,194774,30.4,6.4,1322.9,Urban,1044.1,337.4,1242.5,9358.6,NATO,Regional,Mixed,2134,187,Yes,17.49,No,Victory_A,71.597,-66.414,Temperate,Land,Yes
USA,China,Cold Conflict,1993,159,35623,8883,182209,47.92,-2.4,309.8,Desert,168.7,1158.1,12383.8,17342.8,Regional,NATO,Conventional,1861,11,Yes,11.33,Yes,Victory_A,22.359,-11.84,Arid,Water,No
Ukraine,France,Skirmish,1996,1595,18005,11270,54959,19.05,24.1,781.9,Mountain,1090.2,1341.7,20319.2,23634.7,NATO,NATO,Cyber,610,176,Yes,1.96,Yes,Victory_B,-48.636,-71.652,Polar,Land,Yes
Brazil,Germany,Civil War,1988,1594,22158,14709,11615,228.46,-7.7,145,Urban,519.4,78,21210.6,504.4,NATO,None,Conventional,1147,109,No,15.97,No,Stalemate,36.885,169.368,Tropical,Oil,No
Brazil,Russia,War,1978,652,1180,40190,27647,412.94,14.9,1678.5,Mountain,951.5,327.5,20853,6526.6,NATO,None,Nuclear,4741,79,Yes,9.85,Yes,Victory_B,48.58,100.513,Polar,Land,Yes
Turkey,Germany,Civil War,2003,176,32775,45042,65673,156.61,3.3,2253.2,Mountain,940.4,266.2,15113.5,19126.5,Regional,None,Nuclear,2330,114,No,1.02,Yes,Victory_A,24.362,167.811,Polar,None,No
Australia,Australia,Civil War,1966,1951,22107,23135,140554,192.14,-4,587.1,Desert,1111.2,942.8,24849.3,4343.1,None,Regional,Cyber,2561,67,No,16.29,Yes,Stalemate,-40.757,-45.634,Tropical,Water,Yes
Russia,Turkey,Civil War,2009,620,48369,16308,74350,454.75,24.7,1103.7,Mountain,976.4,600.7,4542.8,2795.3,Regional,Regional,Nuclear,828,162,No,15.15,No,Victory_B,-18.015,-70.317,Arid,None,Yes
USA,Germany,War,1980,211,17205,35278,196836,418.47,-0.2,49.8,Urban,55.4,639.3,4369.7,1164.2,Regional,Regional,Mixed,1695,44,Yes,9.15,No,Stalemate,-5.293,-33.349,Polar,None,Yes
Brazil,Ukraine,War,2022,447,30379,13736,91887,332.56,0.1,2518.6,Plains,727.8,220.8,830.2,12567.2,NATO,None,Cyber,2204,40,No,0.39,No,Victory_A,-63.846,8.22,Arid,Oil,Yes
Russia,UK,Proxy War,1998,586,46915,9139,49364,133.48,2.4,2339.9,Forest,233.5,581.2,24733.5,19195.7,None,NATO,Mixed,2273,60,No,6.94,Yes,Victory_A,-8.6,86.96,Arid,Land,Yes
Russia,India,Skirmish,1951,167,18046,15090,42015,58.61,16.4,189.8,Urban,1358,425.2,8707,24043.7,NATO,NATO,Nuclear,2880,75,Yes,8.7,No,Victory_A,-60.984,137.197,Tropical,Oil,No
USA,Canada,Skirmish,1997,460,739,6541,97499,8.13,19.7,1094.6,Desert,358.9,856.1,19053.7,6694.5,Regional,None,Conventional,3465,142,No,3.31,No,Stalemate,-0.099,-13.255,Polar,Land,Yes
Australia,Ukraine,Proxy War,1963,916,12602,8785,68007,53.59,-9.2,2865.9,Forest,588.7,304.9,1502.2,3043.1,None,None,Mixed,265,98,Yes,3.22,Yes,Stalemate,-80.854,-75.896,Polar,Oil,No
UK,Turkey,Proxy War,2008,1381,38058,13878,174837,146.37,0.9,1176.1,Mountain,276.2,861.1,7474.2,10069.8,NATO,NATO,Mixed,1289,66,Yes,3.34,No,Victory_B,80.736,-65.215,Arid,Land,Yes
Canada,USA,Civil War,2007,1328,28463,46059,184572,275.94,9.4,1578.6,Urban,189.3,529.5,15599.9,1395.5,Regional,NATO,Nuclear,3620,186,No,7.41,Yes,Stalemate,-45.658,70.901,Polar,Water,No
France,Canada,Proxy War,2007,1257,3836,26962,193024,32.09,4.9,1065.7,Forest,841.7,485.5,13124.3,8290.7,Regional,Regional,Mixed,3391,1,Yes,16.35,Yes,Victory_B,-5.937,24.321,Arid,None,Yes
Canada,Germany,Cold Conflict,2000,1351,16573,27373,28367,68.2,29.8,1788.4,Urban,691,428.5,5201.6,16080.6,None,None,Mixed,472,121,No,15.19,No,Victory_B,-84.105,-4.862,Tropical,Land,Yes
Japan,China,Skirmish,1951,1908,34119,28513,119241,90.62,25.4,2934.5,Mountain,525.1,943.7,11545.2,4212.5,Regional,Regional,Conventional,2575,133,Yes,0.2,No,Victory_B,-55.31,-107.001,Tropical,Water,No
Ukraine,Israel,Proxy War,1990,1206,42162,42600,66803,316.03,18.2,2992.5,Urban,120.5,787.8,2728.5,15800.6,Regional,Regional,Cyber,1896,184,No,0.19,No,Stalemate,34.784,135.164,Tropical,Land,Yes
France,Russia,Cold Conflict,1965,1658,21187,4056,35292,307.93,5.2,2324.1,Desert,1030.6,1192.6,13572.2,24299,Regional,NATO,Nuclear,3154,15,No,1.55,Yes,Stalemate,-69.876,101.167,Arid,Land,Yes
Japan,Iran,Cold Conflict,1953,1358,49600,6653,132051,275.43,21.5,1212.9,Forest,9.2,339,2432.6,21606.4,Regional,None,Conventional,889,22,Yes,9.33,Yes,Stalemate,23.067,-129.37,Polar,None,Yes
Brazil,Brazil,Cold Conflict,1961,1739,28589,23353,106312,125.33,28,1483.3,Forest,641.3,57.1,15902,8927.3,None,NATO,Conventional,3499,94,No,17.78,No,Victory_B,-89.628,-47.74,Polar,None,No
Ukraine,Canada,Cold Conflict,1978,1991,36920,24015,99856,185.62,16.8,1070.2,Forest,886,255.7,3892.4,10543.2,Regional,Regional,Cyber,1611,113,No,3.65,No,Victory_A,-6.298,15.168,Temperate,Water,Yes
China,Iran,Civil War,1956,1053,19425,2465,98774,48.44,25.3,2956.7,Urban,603.6,481.4,13681.7,10488.8,Regional,None,Cyber,4476,40,Yes,9.54,No,Victory_B,39.842,-16.438,Temperate,None,No
USA,Iran,Cold Conflict,1963,714,371,6768,13630,113.31,23.7,2123.3,Mountain,177.6,252.3,3236.7,21498.9,Regional,Regional,Nuclear,185,157,Yes,0.81,Yes,Victory_B,76.733,-36.793,Tropical,None,Yes
France,Germany,Civil War,1961,1117,18514,5100,104184,448.86,15.7,1346.8,Urban,1089.8,117.8,10023.8,24845.7,None,Regional,Nuclear,4005,194,Yes,0.41,Yes,Victory_B,-1.289,78.779,Polar,Water,Yes
France,Russia,Civil War,1954,841,24320,3775,96017,489.85,4,36.3,Urban,454.2,624,8802.3,20649.1,None,NATO,Nuclear,3333,118,No,0.15,Yes,Stalemate,61.296,-160.379,Arid,None,Yes
Iran,France,Cold Conflict,1981,868,44566,13007,20792,323.87,23.6,1561.5,Forest,189.5,948,18912.7,13957.4,NATO,None,Conventional,2226,121,Yes,14.73,Yes,Victory_B,54.466,-10.292,Arid,Water,Yes
Brazil,India,Skirmish,2023,688,48757,17436,17883,458.42,-0.7,2951.8,Mountain,770.8,1052.4,16032.6,2443.2,None,None,Mixed,3213,54,No,0.48,Yes,Victory_B,-36.761,-85.615,Arid,Water,Yes
UK,Iran,Cold Conflict,1992,330,42525,19784,96471,321.41,25.1,1569.2,Plains,27.8,558.8,23427.8,23862.6,Regional,None,Cyber,4015,131,Yes,5.48,Yes,Victory_B,67.452,-149.537,Polar,None,Yes
Russia,Japan,Cold Conflict,2018,1747,9487,28411,71397,16.69,26.2,547.3,Mountain,454.4,669.8,23048.5,21502.5,None,None,Nuclear,1291,109,No,12.9,No,Victory_A,25.251,-12.641,Polar,Land,No
Ukraine,Turkey,Cold Conflict,1994,1208,49244,15236,74205,498.38,27,66.3,Urban,1051.1,1057.9,18127.7,21036.9,None,Regional,Nuclear,2673,99,Yes,12.37,No,Stalemate,-71.247,-118.307,Tropical,None,No
Brazil,UK,Skirmish,1958,95,11379,44023,89841,49.57,11.3,1064.1,Desert,1277.9,494.4,19266.9,9801.5,None,NATO,Conventional,2517,27,No,1.1,No,Victory_B,79.04,-87.039,Temperate,None,No
Germany,Russia,War,1998,785,27684,12319,144649,341.35,-1.3,2754.7,Mountain,828.8,1098.9,15626.6,11184.8,Regional,None,Nuclear,3763,177,Yes,5.13,Yes,Victory_B,-58.198,2.523,Polar,Land,Yes
Australia,China,War,1982,649,44883,3347,189261,126.49,-5.5,2989.7,Forest,305.4,1354.4,17294.7,3000.3,NATO,Regional,Conventional,3048,27,Yes,12.79,Yes,Victory_A,-5.335,170.535,Arid,None,No
Russia,Australia,Civil War,1967,1773,39909,4515,114577,196.05,23.5,2836.1,Desert,308.8,1232.8,15434.4,23447.4,NATO,NATO,Mixed,2154,122,Yes,7.84,No,Stalemate,-6.054,66.332,Polar,None,Yes
USA,China,Civil War,1958,353,41576,6572,41107,323,29.9,2188.3,Plains,845.8,635.6,7801,23581.4,NATO,NATO,Conventional,3102,180,Yes,9.32,Yes,Victory_B,22.543,-79.336,Temperate,Land,No
Russia,Russia,Skirmish,2011,930,10957,22480,198561,218.3,19.3,1674.4,Plains,570.1,811.7,8773.7,6368.5,NATO,NATO,Cyber,3618,194,Yes,4.14,Yes,Stalemate,29.692,-42.334,Temperate,Water,No
UK,China,Proxy War,2006,941,42361,37716,44311,125.35,-3.5,1772.1,Desert,249,1003.3,14372.6,17403.2,None,None,Conventional,3843,25,Yes,0.76,Yes,Victory_B,-48.077,-33.792,Arid,Land,No
Turkey,Iran,War,1978,984,8152,27380,131164,167.29,32.1,1617,Plains,1102.6,489.7,18007.2,5095.2,NATO,Regional,Mixed,520,166,No,6.9,No,Victory_B,-26.56,-124.69,Tropical,Land,Yes
Iran,India,Civil War,1974,1289,17095,21959,22819,170.84,34.5,2121.1,Desert,281.1,1119.1,10158.9,9829.7,None,NATO,Mixed,1644,12,Yes,13.66,No,Stalemate,-63.974,-122.164,Temperate,Oil,Yes
Russia,China,War,1964,1671,13680,33905,198235,479.67,9.5,1256.6,Urban,451,612.2,3575.3,7566.5,None,NATO,Cyber,654,70,Yes,15.33,No,Victory_A,-67.317,-126.578,Temperate,Oil,Yes
USA,Canada,Skirmish,1955,1680,18340,48502,22499,399.33,16.8,2007.6,Desert,86.9,1185.7,11490.8,9745.9,NATO,NATO,Conventional,41,53,Yes,11.85,Yes,Victory_B,58.512,7.799,Temperate,Water,Yes
UK,Japan,Skirmish,1991,1043,18010,8362,169775,229.33,25,364.8,Urban,982.2,357.4,24080.1,7731.2,Regional,Regional,Cyber,2911,12,Yes,7.86,No,Stalemate,45.13,62.707,Temperate,None,No
Canada,China,Proxy War,1978,1767,10316,11166,159981,99.99,23.1,797.1,Forest,386.1,16.9,5360,8638.8,NATO,Regional,Mixed,3784,119,No,11.66,Yes,Victory_B,-10.317,32.659,Temperate,Water,No
France,Japan,Proxy War,1953,646,39097,15654,139698,405.53,33.6,2508,Forest,326.8,886.1,16230.2,19778.6,NATO,None,Conventional,3951,58,Yes,14.1,No,Victory_B,-72.736,171.996,Polar,None,Yes
Turkey,Israel,Skirmish,2006,626,46211,7108,176996,78.68,-4.8,2711.2,Plains,425.4,633.2,24563.7,7507.7,None,None,Nuclear,1823,3,No,15.11,No,Victory_A,-9.014,-134.685,Arid,Oil,No
Iran,Germany,Civil War,1998,1523,25011,22415,36395,105.31,16.1,1617,Desert,1223.9,84.7,9412.2,20369.2,None,Regional,Mixed,4943,79,No,1.89,No,Victory_A,-36.998,175.131,Polar,Land,Yes
France,USA,War,1993,139,34966,15363,117976,183.07,21.1,94.9,Urban,725.7,683.2,22198.2,14202.4,NATO,None,Mixed,2308,184,Yes,16.06,Yes,Stalemate,50.025,-11.997,Tropical,Land,Yes
Australia,India,Cold Conflict,2024,1661,15538,16338,124626,440.19,30.1,2780.9,Forest,221.9,236.8,21601.6,19513.3,NATO,Regional,Cyber,1513,59,No,1.27,Yes,Victory_B,-72.605,-101.292,Temperate,Water,No
Japan,Turkey,Proxy War,1963,716,7965,38510,69478,65.98,29.3,2106.2,Forest,1084.5,882,8482.7,22973.1,Regional,None,Mixed,4766,46,No,17.41,Yes,Victory_B,-8.754,159.581,Tropical,Land,Yes
Turkey,Iran,Cold Conflict,1952,1597,16657,16589,4371,61.2,34,1242.1,Forest,292.6,623.6,2471.9,3469.2,Regional,None,Cyber,3736,76,Yes,7.84,Yes,Stalemate,16.45,-11.299,Tropical,Land,No
Turkey,USA,Civil War,2011,762,12311,17253,5826,247.04,13,1795.1,Plains,578.1,240.4,4471.7,8603.8,Regional,Regional,Conventional,1280,4,Yes,10.94,Yes,Victory_B,87.431,-54.955,Arid,Oil,Yes
Canada,Iran,Proxy War,2013,1834,33368,47399,16169,138.28,27.4,1289.3,Forest,795.7,577.3,9150.1,1398.4,None,NATO,Nuclear,4924,35,No,5.8,Yes,Victory_B,-73.871,-103.028,Polar,Oil,Yes
Canada,Germany,Cold Conflict,1994,1549,3746,43252,161691,284.41,9.2,1396,Mountain,818.6,326.6,23978.8,10178.7,Regional,NATO,Nuclear,3138,18,No,8.53,No,Stalemate,-69.487,-83.565,Tropical,Water,Yes
Ukraine,Iran,Civil War,2007,1932,42916,49204,130128,225.87,9,2660.4,Plains,97.6,914.7,6868.5,5942.7,None,None,Cyber,219,29,No,16.9,Yes,Victory_A,87.849,172.519,Tropical,None,Yes
Israel,Israel,War,1969,255,24024,24383,169718,217.54,1.4,483.3,Desert,1171.7,413.9,23172.4,14296.2,None,NATO,Nuclear,3394,110,No,5.91,No,Victory_B,-16.987,-70.57,Tropical,Water,Yes
Russia,India,Civil War,2007,1109,44212,46529,53017,56.08,26.8,311,Mountain,671.7,1151,4542.3,19586.9,NATO,NATO,Nuclear,4009,40,No,11.28,No,Victory_A,43.869,172.01,Tropical,Oil,Yes
Turkey,Russia,Proxy War,2006,1482,10010,11787,164185,70.61,34.4,8.2,Plains,1385,20.8,24245.6,12164.3,Regional,None,Mixed,4959,175,Yes,12.94,No,Victory_A,51.026,-61.123,Temperate,Land,No
France,Russia,Skirmish,2017,1556,1878,23098,153462,410.56,1.5,942,Plains,1004.7,565.4,7347.2,8347.2,NATO,NATO,Mixed,3807,27,Yes,2.93,No,Victory_A,-33.379,-96.689,Arid,None,No
USA,Japan,War,2001,1586,45852,28987,75773,442.95,-7.5,442.2,Urban,1389.6,864.3,15831,3822.4,NATO,Regional,Conventional,2032,30,Yes,15.56,No,Stalemate,-51.426,-113.989,Arid,Oil,Yes
India,Germany,Cold Conflict,1986,676,19541,46272,186552,117.42,26.7,660,Mountain,635.4,32.6,1751.6,680.5,None,Regional,Mixed,1629,184,No,19.98,Yes,Stalemate,-40.304,-31.732,Arid,Oil,No
Israel,Japan,Proxy War,1957,92,5290,4455,112670,56.82,17.9,33.7,Mountain,198,303,7498.6,16950.3,Regional,NATO,Mixed,3249,170,No,3.1,Yes,Stalemate,47.591,-94.75,Tropical,None,Yes
India,Israel,Skirmish,1993,1624,15404,33801,137790,26.8,33.2,681.6,Mountain,1018.5,459.1,5275.7,773.3,NATO,Regional,Mixed,460,192,No,15.36,No,Victory_A,61.286,70.898,Tropical,None,Yes
Iran,UK,Civil War,1954,1093,39865,41634,80930,304.19,1.4,998.1,Forest,1089.1,31.6,95.4,23021.8,None,Regional,Mixed,289,136,No,2.94,Yes,Victory_A,35.911,-93.682,Temperate,Water,Yes
UK,China,Skirmish,2018,37,27389,6006,8245,357.71,-6.8,94.7,Forest,1194.1,765.8,3927.7,14859.8,NATO,NATO,Nuclear,1135,11,Yes,19.01,Yes,Victory_A,-10.579,120.743,Tropical,None,No
France,Brazil,Proxy War,1980,1789,44888,12672,102708,186.47,12.2,1823.7,Desert,422.7,883.6,14831.7,8838.8,Regional,Regional,Nuclear,2513,139,Yes,8.22,Yes,Victory_B,-42.739,120.244,Polar,None,No
France,UK,Proxy War,1994,1788,4847,12379,58045,339.87,-6.2,1706.4,Desert,715.4,319.3,9754.1,1057.4,None,None,Nuclear,223,41,No,19.6,No,Victory_A,-13.455,-77.211,Polar,Land,Yes
Israel,China,Skirmish,1958,140,9386,43591,130162,356.51,1.8,291.1,Desert,1200.7,761.3,18067,10343,Regional,None,Mixed,2445,180,Yes,1.36,Yes,Victory_B,74.615,91.274,Tropical,Water,Yes
Turkey,India,Civil War,1981,867,145,10711,38300,467.68,-4.3,1785,Forest,1210.8,1398.8,16780.2,21683.8,NATO,None,Nuclear,453,89,Yes,15.82,No,Victory_A,65.375,128.717,Polar,None,No
Australia,Japan,Skirmish,1982,1917,29842,8361,147198,32.53,0.1,2996,Urban,36.9,1241.8,19984.5,24245.9,None,NATO,Conventional,4458,184,No,9.47,No,Victory_B,-31.792,32.448,Polar,Water,No
Israel,Turkey,Proxy War,2016,680,7858,4574,15426,96.23,-5.2,2833.4,Desert,939.6,83.1,21677,2132.4,NATO,Regional,Conventional,2046,15,No,5.79,No,Victory_B,-30.971,-48.12,Arid,None,No
India,India,Proxy War,1979,1590,23537,25978,186961,34.36,32.9,8,Plains,842.8,179.9,20497.4,19430.7,NATO,NATO,Mixed,2722,98,No,14.96,Yes,Stalemate,50.395,-21.252,Tropical,Oil,No
Israel,Israel,Cold Conflict,1978,1922,19685,28490,64773,434.01,2.5,2386.1,Forest,117.6,692.7,11207,6466.4,Regional,NATO,Nuclear,4098,177,Yes,12.71,No,Stalemate,-13.217,103.042,Arid,Oil,Yes
France,Ukraine,Cold Conflict,1952,1202,33323,27025,43492,396.31,10,1060.8,Urban,1302.3,344,7725.1,9492.1,None,Regional,Conventional,4688,131,Yes,18.06,Yes,Victory_A,13.09,-74.406,Polar,Water,No
Australia,Ukraine,War,2006,1833,9954,16738,5442,287.36,30.4,191,Plains,624.1,114.3,12562.5,13696.3,NATO,Regional,Cyber,3875,114,No,4.98,Yes,Stalemate,-13.983,-59.594,Arid,Oil,No
Russia,Ukraine,Proxy War,1979,1837,17449,23571,158228,41.92,20.5,887.9,Plains,944.3,357.1,13382.9,24868.3,Regional,Regional,Mixed,690,12,Yes,18.79,No,Victory_B,-46.379,-122.118,Polar,Oil,Yes
Germany,Israel,Cold Conflict,1958,1895,30792,4887,24859,136.73,17.8,965.2,Forest,1236,86.6,7836.2,5228.3,Regional,NATO,Conventional,848,59,No,12.84,No,Stalemate,-56.006,-36.341,Arid,None,Yes
Ukraine,Turkey,Skirmish,1975,1642,21448,46443,115145,148.93,21.8,1569.7,Mountain,183,742.3,13504.8,3271.2,None,NATO,Conventional,3386,27,Yes,9.01,No,Stalemate,-64.882,-148.855,Tropical,Land,No
China,Iran,Civil War,1951,137,34396,7962,131815,280.42,27.3,1983.3,Urban,1198.3,686.9,2653.4,14878.5,NATO,None,Conventional,4701,108,Yes,1.06,No,Victory_B,-87.944,-64.428,Polar,None,Yes
Canada,India,Skirmish,2011,190,35844,43824,99523,129.1,29.5,2247.2,Forest,1014.3,9.9,5783.7,21327.7,None,NATO,Cyber,4824,139,Yes,15.3,Yes,Victory_A,-39.489,-45.547,Tropical,Land,Yes
Israel,China,Civil War,1952,1664,19555,10763,94819,36.57,18.9,737.7,Mountain,1175.6,676,18653.7,16208.9,None,Regional,Cyber,2468,151,No,17.17,No,Victory_A,-59.146,-88.028,Temperate,Water,Yes
Iran,Israel,Cold Conflict,1995,342,13388,16220,190943,365.41,30.1,965.3,Forest,693.3,728.2,4579,8695.9,NATO,NATO,Cyber,1428,91,No,16.19,Yes,Victory_B,-43.569,-143.511,Polar,Land,No
Japan,Ukraine,War,2017,1583,6487,22840,74760,149.61,14.1,925.1,Forest,47.8,848.4,3484.6,24424.8,None,None,Conventional,2315,128,No,14.71,No,Stalemate,-76.355,7.8,Arid,Water,Yes
UK,Turkey,Skirmish,1974,1029,35389,36610,11402,226.24,2.5,1088.2,Plains,939.1,1358.2,7190.7,24875.9,None,Regional,Cyber,3925,161,Yes,19.39,No,Victory_A,-28.519,131.429,Temperate,Land,Yes
Germany,Germany,Skirmish,2000,972,39393,2135,183318,63.92,29.6,2999,Forest,525,1375.8,9282.5,19268.5,None,None,Mixed,2615,130,No,16.98,Yes,Victory_B,3.593,-59.168,Tropical,Oil,Yes
Ukraine,Israel,Skirmish,1962,1281,33994,34835,136114,401.29,14.4,2333.8,Mountain,564,738.2,8220.4,20062.4,Regional,NATO,Cyber,738,21,Yes,18.56,Yes,Victory_A,80.023,-94.751,Tropical,Oil,Yes
Ukraine,Australia,Civil War,1993,1836,23116,1952,53126,282.81,30.8,2925,Plains,618.3,1183.4,9371.4,19023.4,NATO,NATO,Mixed,4751,84,Yes,14.61,Yes,Victory_B,-27.527,-77.386,Tropical,Water,No
Ukraine,Iran,Cold Conflict,1984,662,46216,43415,23404,450.8,-8.2,2079.3,Mountain,690.6,120.1,3506.4,6448.9,None,None,Conventional,2218,26,No,16.4,Yes,Stalemate,-84.416,130.279,Temperate,Land,No
Ukraine,China,Skirmish,2004,1830,40584,39486,134434,247.79,7.9,1218.8,Mountain,927,744.1,4143.2,3765.1,Regional,None,Nuclear,2352,148,Yes,5.78,No,Victory_A,-24.774,10.011,Polar,Oil,No
India,Ukraine,Skirmish,1958,243,30315,46727,45883,470.72,32.7,1169.2,Plains,1017.8,950.8,5903.5,13863.3,Regional,Regional,Mixed,3239,140,Yes,13.38,No,Victory_B,57.1,-132.915,Polar,Water,No
Iran,France,War,1951,1811,16202,8403,4368,445.94,1.2,1465.7,Mountain,1087.8,791.1,10055.8,23854.1,None,Regional,Mixed,874,43,Yes,4.11,No,Victory_A,-28.773,75.32,Tropical,Land,No
Iran,Russia,War,2010,1744,3504,44218,112413,288.27,32.4,1250.6,Desert,940.6,323.8,8404.1,21958.5,NATO,None,Mixed,334,79,Yes,1.39,Yes,Stalemate,-37.488,-124.427,Tropical,Oil,No
Australia,Turkey,Cold Conflict,1990,415,37360,49434,100042,466.95,32.9,2485,Forest,1125.1,88.7,19785.5,2680.4,Regional,Regional,Conventional,1178,109,Yes,11.59,No,Victory_A,75.419,-158.312,Tropical,None,Yes
Canada,Russia,Cold Conflict,1993,1651,35211,264,66053,161.61,29.7,1395,Plains,171.9,542,13142.7,1434.2,None,None,Mixed,629,23,No,15.66,Yes,Victory_B,-36.499,-87.953,Temperate,Land,No
France,UK,Proxy War,2013,707,206,39826,158314,182.88,15.4,886.8,Plains,1171.7,907.1,14396.8,21845.5,NATO,None,Conventional,80,173,No,1.66,Yes,Stalemate,84.647,-119.488,Temperate,Water,No
Ukraine,Russia,War,1980,343,15295,35005,107891,22.83,19.1,2324.6,Desert,542.8,1388.4,14019.2,15329.2,NATO,NATO,Mixed,909,16,No,3.63,No,Victory_B,59.874,37.799,Tropical,None,Yes
Japan,China,Proxy War,1996,682,46109,10315,100776,294.64,29.1,2563.3,Desert,740.8,331.9,9975.4,7615,None,None,Conventional,449,4,Yes,1.86,Yes,Stalemate,33.165,-5.556,Arid,None,No
France,Canada,Civil War,1951,1403,27253,49706,89249,360.99,24.9,1261.3,Desert,607.9,1285,24512.3,14048.6,Regional,Regional,Nuclear,3070,37,No,12.68,Yes,Victory_A,17.699,80.663,Polar,Water,Yes
Iran,Japan,Proxy War,2018,1618,29705,30794,119245,386.78,18.4,2003.4,Desert,666.5,96.5,942.8,5549.5,NATO,None,Conventional,2970,58,Yes,1.59,Yes,Stalemate,-49.539,4.166,Temperate,None,Yes
USA,China,Skirmish,2007,1690,45443,31353,168611,74.99,34.2,176.4,Urban,400.3,1303.5,5403.8,23674.3,NATO,NATO,Conventional,4078,154,Yes,1.87,Yes,Stalemate,41.472,-29.158,Polar,Water,No
USA,Iran,Proxy War,1993,653,37669,24330,107557,222.14,20.9,1588.4,Plains,238.8,1165.5,7123.5,20681.7,NATO,Regional,Nuclear,1979,181,Yes,5.28,Yes,Stalemate,-27.515,9.439,Temperate,Oil,No
Japan,Australia,Cold Conflict,2023,1850,5680,17025,171431,88.51,33.9,134.9,Mountain,147.7,30.3,22033.6,24056.3,NATO,None,Conventional,4775,104,Yes,5.4,Yes,Stalemate,-2.584,-23.585,Arid,Water,Yes
